extension;numero;type;nom;titre;cout vert;cout jaune;cout rouge;defense;attaque;trait;effet;nom personnage;caracteristique1;caracteristique2;caracteristique3;caracteristique4
Shaman King;REI124;strike;REI124.bmp;Thread the Needle;2;1;;6;4;fox;Effet 112;;;;;
Shaman King;REI125;strike;REI125.bmp;Rail Bird;2;1;;6;3;fox;Effet 113;;;;;
Shaman King;REI126;strike;REI126.bmp;Rouge Shot;2;1;;6;4;fox;Effet 114;;;;;
Shaman King;REI127;advantage;REI127.bmp;Bestial Savvy;3;1;;;;;Effet 115;;;;;
Shaman King;REI128;teamwork;REI128.bmp;Big Bill - FOOTBALL FANATIC;;2;;;;dark;Effet 116;;;;;
Shaman King;REI129;strike;REI129.bmp;Yamatano Orochi;1;;1;7;5;bull;Effet 117;;;;;
Shaman King;REI130;strike;REI130.bmp;Epicenter;;2;;5;5;;Effet 118;;;;;
Shaman King;REI131;strike;REI131.bmp;Surgeon's Implements;;2;;8;4;lion;Effet 119;;;;;
Shaman King;REI132;strike;REI132.bmp;Shattering Palm;;2;;4;6;;;;;;;
Shaman King;REI133;strike;REI133.bmp;Consuming Hatred;;2;;4;4;bull;Effet 120;;;;;
Shaman King;REI134;advantage;REI134.bmp;Invulnerability of the Leaf;;2;;;;spirit;Effet 121;;;;;
Shaman King;REI135;strike;REI135.bmp;Crackback;;2;;5;5;bull;Effet 122;;;;;
Shaman King;REI136;strike;REI136.bmp;Broom Corn Beatdown;;2;;5;5;bull;Effet 123;;;;;
Shaman King;REI137;advantage;REI137.bmp;Thug Life;;2;;;;body;Effet 124;;;;;
Shaman King;REI138;strike;REI138.bmp;Stalefish Grab;1;2;;6;4;fox;Effet 125;;;;;
Shaman King;REI139;strike;REI139.bmp;Point Blank;1;2;;7;4;;Effet 126;;;;;
Shaman King;REI140;strike;REI140.bmp;Mob Mentality;1;2;;5;5;lion;Effet 127;;;;;
Shaman King;REI141;strike;REI141.bmp;Baby Steps;;4;;6;6;;Effet 128;matti;;;;
quickstrike;0;strike;opening attack.bmp;opening attack;;;;;4;;;;;;;
Avatar;ABK001;teamwork;ABK001.bmp;Toph - EARTHBENDER;;1;;;;light;Effet 129;;;;;
Avatar;ABK002;teamwork;ABK002.bmp;Princess Azula - FIREBENDER;3;;;;;dark;Effet 130;;;;;
Avatar;ABK003;advantage;ABK003.bmp;racing with the wind;;;1;;;spirit;Effet 131;;;;;
Avatar;ABK004;advantage;ABK004.bmp;in the breach;2;;;;;body;Effet 132;;;;;
Avatar;ABK005;strike;ABK005.bmp;juggle;2;1;1;5;6;airbender;Effet 133;;;;;
Avatar;ABK006;strike;ABK006.bmp;taming the flame;1;1;1;6;5;firebender;Effet 134;;;;;
Avatar;ABK007;strike;ABK007.bmp;water-whirl;1;2;;7;1;water;Effet 135;;;;;
Avatar;ABK008;strike;ABK008.bmp;boulder roll;;1;1;5;5;earth;Effet 136;;;;;
Avatar;AME001;strike;AME001.bmp;blazing axe kick;2;1;;6;3;bull;Effet 137;;;;;
Avatar;AME002;strike;AME002.bmp;boiling point;2;;1;8;3;bull;Effet 138;;;;;
Avatar;AME003;strike;AME003.bmp;burning blade;2;1;;5;3;bull;Effet 139;;;;;
Avatar;AME004;strike;AME004.bmp;burning disc;1;1;1;5;6;bull;Effet 139;;;;;
Avatar;AME005;strike;AME005.bmp;burning lash;1;2;;7;4;bull;Effet 140;;;;;
Avatar;AME006;strike;AME006.bmp;doublefoot dropkick;;1;;5;1;bull;Effet 141;;;;;
Avatar;AME007;strike;AME007.bmp;eye of ozai;;2;;4;6;bull;Effet 142;;;;;
Avatar;AME008;strike;AME008.bmp;fetch;3;;;5;4;bull;Effet 143;;;;;
Avatar;AME009;strike;AME009.bmp;flare;;1;;4;3;bull;Effet 143;;;;;
Avatar;AME010;strike;AME010.bmp;flying fire fist;1;2;1;5;7;bull;Effet 144;;;;;
Avatar;AME011;strike;AME011.bmp;gout of flame;1;1;;5;3;bull;Effet 145;;;;;
Avatar;AME012;strike;AME012.bmp;jagged ground;1;;;2;2;bull;Effet 146;;;;;
Avatar;AME013;strike;AME013.bmp;quicksand;1;;;3;4;bull;Effet 147;;;;;
Avatar;AME014;strike;AME014.bmp;rock the house;1;;1;6;3;bull;Effet 148;;;;;
Avatar;AME015;strike;AME015.bmp;scorching phoenix;1;1;1;6;6;bull;Effet 149;;;;;
Avatar;AME016;strike;AME016.bmp;Searing cage;1;;1;6;2;bull;Effet 150;;;;;
Avatar;AME017;strike;AME017.bmp;Stoke the flames;1;1;1;8;4;bull;Effet 151;;;;;
Avatar;AME018;strike;AME018.bmp;Tectonic shift;2;;;3;6;bull;Effet 144;;;;;
Avatar;AME019;strike;AME019.bmp;Titanic fireball;2;1;;5;5;bull;Effet 152;;;;;
Avatar;AME020;strike;AME020.bmp;Wildfire arc;2;1;1;7;6;bull;Effet 153;;;;;
Avatar;AME021;strike;AME021.bmp;Blast cushion;2;;1;8;1;fox;Effet 154;;;;;
Avatar;AME022;strike;AME022.bmp;Breath of the dragon;;2;;4;6;fox;Effet 155;;;;;
Avatar;AME023;strike;AME023.bmp;Canyon sprint;;2;;5;5;fox;Effet 156;;;;;
Avatar;AME024;strike;AME024.bmp;Careening koi;3;;;5;4;fox;Effet 157;;;;;
Avatar;AME025;strike;AME025.bmp;Frost blade;;1;;3;4;fox;Effet 158;;;;;
Avatar;AME026;strike;AME026.bmp;Frost daggers;;1;1;6;1;fox;Effet 159;;;;;
Avatar;AME027;strike;AME027.bmp;Frost spear;1;;1;4;5;fox;Effet 159;;;;;
Avatar;AME028;strike;AME028.bmp;Gale force;2;;;3;6;fox;Effet 160;;;;;
Avatar;AME029;strike;AME029.bmp;Howling cyclone;3;;1;8;7;fox;Effet 161;;;;;
Avatar;AME030;strike;AME030.bmp;Howling Squall;2;;1;5;7;fox;Effet 162;;;;;
Avatar;AME031;strike;AME031.bmp;Howling wind;;;1;5;5;fox;Effet 163;;;;;
Avatar;AME032;strike;AME032.bmp;Nimbus churn;1;1;1;7;5;fox;Effet 164;;;;;
Avatar;AME033;strike;AME033.bmp;Rocky road;2;2;;6;5;fox;Effet 160;;;;;
Avatar;AME034;strike;AME034.bmp;Spinning tempest;1;;1;7;3;fox;Effet 165;;;;;
Avatar;AME035;strike;AME035.bmp;Swirling flames;2;;1;5;6;fox;Effet 166;;;;;
Avatar;AME036;strike;AME036.bmp;Teeth of the dragon;2;;;5;1;fox;Effet 155;;;;;
Avatar;AME037;strike;AME037.bmp;Terra break;1;1;1;6;6;fox;Effet 167;;;;;
Avatar;AME038;strike;AME038.bmp;Tongue of the dragon;1;2;;7;4;fox;Effet 155;;;;;
Avatar;AME039;strike;AME039.bmp;Water lasso;2;1;;6;4;fox;Effet 168;;;;;
Avatar;AME040;strike;AME040.bmp;Wind on the waves;2;;;4;4;fox;Effet 169;;;;;
Avatar;AME041;strike;AME041.bmp;bitter batter;;1;;4;3;lion;Effet 170;;;;;
Avatar;AME042;strike;AME042.bmp;blowback;1;2;;5;5;lion;Effet 171;;;;;
Avatar;AME043;strike;AME043.bmp;creeping crystal;1;1;1;6;6;lion;Effet 172;;;;;
Avatar;AME044;strike;AME044.bmp;dancing mists;1;2;;4;6;lion;Effet 173;;;;;
Avatar;AME045;strike;AME045.bmp;double crest;2;1;;6;3;lion;Effet 174;;;;;
Avatar;AME046;strike;AME046.bmp;hurricane vault;2;;;3;5;lion;Effet 171;;;;;
Avatar;AME047;strike;AME047.bmp;just desserts;;2;;7;1;lion;Effet 175;;;;;
Avatar;AME048;strike;AME048.bmp;million gallon attack;1;1;1;6;6;lion;Effet 176;;;;;
Avatar;AME049;strike;AME049.bmp;mischievous downpour;1;;;3;4;lion;Effet 177;;;;;
Avatar;AME050;strike;AME050.bmp;sea sphere;;2;;5;5;lion;Effet 178;;;;;
Avatar;AME051;strike;AME051.bmp;snowball smash;;2;1;8;5;lion;Effet 178;;;;;
Avatar;AME052;strike;AME052.bmp;stifling breeze;3;;;6;4;lion;Effet 179;;;;;
Avatar;AME053;strike;AME053.bmp;stifling wind;;1;1;5;6;lion;Effet 179;;;;;
Avatar;AME054;strike;AME054.bmp;surf spray;;2;;5;2;lion;Effet 180;;;;;
Avatar;AME055;strike;AME055.bmp;sweet revenge;3;;;5;3;lion;Effet 181;;;;;
Avatar;AME056;strike;AME056.bmp;tandem attack;2;1;;5;4;lion;Effet 182;;;;;
Avatar;AME057;strike;AME057.bmp;wall of water;;3;;8;1;lion;Effet 183;;;;;
Avatar;AME058;strike;AME058.bmp;whirling debris;;;1;4;4;lion;Effet 184;;;;;
Avatar;AME059;strike;AME059.bmp;windmill barrier;;2;;6;5;lion;Effet 185;;;;;
Avatar;AME060;strike;AME060.bmp;windmill dome;1;;1;7;4;lion;Effet 185;;;;;
Avatar;AME061;strike;AME061.bmp;bell ringer;1;2;;5;4;;Effet 150;;;;;
Avatar;AME062;strike;AME062.bmp;Boomerang toss;1;1;;5;1;;Effet 186;;;;;
Avatar;AME063;strike;AME063.bmp;canyon crawler clash;1;1;1;6;6;;;;;;;
Avatar;AME064;strike;AME064.bmp;coal rake;1;;1;5;1;;Effet 187;;;;;
Avatar;AME065;strike;AME065.bmp;downdraft;1;;;4;3;;;;;;;
Avatar;AME066;strike;AME066.bmp;earthbound;1;;1;6;5;;;;;;;
Avatar;AME067;strike;AME067.bmp;earthbridge;2;1;;5;4;;Effet 188;;;;;
Avatar;AME068;strike;AME068.bmp;Evade;1;;;3;1;;Effet 18;;;;;
Avatar;AME069;strike;AME069.bmp;falling leaf ambush;1;2;;6;4;;Effet 189;;;;;
Avatar;AME070;strike;AME070.bmp;knuckle sandwich;2;1;;6;4;;;;;;;
Avatar;AME071;strike;AME071.bmp;kyoshi backhand;;;1;4;4;;Effet 190;;;;;
Avatar;AME072;strike;AME072.bmp;kyoshi fan parry;2;;1;7;2;;Effet 191;;;;;
Avatar;AME073;strike;AME073.bmp;kyoshi fan throw;3;;;5;4;;Effet 169;;;;;
Avatar;AME074;strike;AME074.bmp;kyoshi pride;;2;;5;5;;Effet 191;;;;;
Avatar;AME075;strike;AME075.bmp;pummel;2;;;4;4;;Effet 30;;;;;
Avatar;AME076;strike;AME076.bmp;seize the moment;1;;;2;6;;Effet 191;;;;;
Avatar;AME077;strike;AME077.bmp;skewer;;1;;3;6;;;;;;;
Avatar;AME078;strike;AME078.bmp;snapped off;1;1;1;8;4;;;;;;;
Avatar;AME079;strike;AME079.bmp;tremor trail;1;2;;5;6;;;;;;;
Avatar;AME080;strike;AME080.bmp;will of the warrior;3;;1;4;7;;;;;;;
Avatar;AME081;advantage;AME081.bmp;churning stomachs;2;;;;;body;Effet 159;;;;;
Avatar;AME082;advantage;AME082.bmp;crystal rampart;;;1;;;body;Effet 192;;;;;
Avatar;AME083;advantage;AME083.bmp;dive for cover;1;;;;;body;Effet 193;;;;;
Avatar;AME084;advantage;AME084.bmp;flopsie flop;1;1;;;;body;Effet 194;;;;;
Avatar;AME085;advantage;AME085.bmp;immobilize;1;;;;;body;Effet 156;;;;;
Avatar;AME086;advantage;AME086.bmp;misdirection;2;;;;;body;Effet 171;;;;;
Avatar;AME087;advantage;AME087.bmp;riding the crest;1;;;;;body;Effet 195;;;;;
Avatar;AME088;advantage;AME088.bmp;stand firm;2;;;;;body;Effet 196;;;;;
Avatar;AME089;advantage;AME089.bmp;take the high ground;1;;;;;body;Effet 197;;;;;
Avatar;AME090;advantage;AME090.bmp;ward off;1;;;;;body;Effet 198;;;;;
Avatar;AME091;advantage;AME091.bmp;charisma;3;;;;;mind;Effet 199;;;;;
Avatar;AME092;advantage;AME092.bmp;contemplate;1;;;;;mind;Effet 200;;;;;
Avatar;AME093;advantage;AME093.bmp;Incinerate;1;;;;;mind;Effet 201;;;;;
Avatar;AME094;advantage;AME094.bmp;meditate;2;;;;;mind;Effet 202;;;;;
Avatar;AME095;advantage;AME095.bmp;pai sho mastery;1;;;;;mind;Effet 203;;;;;
Avatar;AME096;advantage;AME096.bmp;Run the blockade;1;;;;;mind;Effet 204;;;;;
Avatar;AME097;advantage;AME097.bmp;sculpted flame;1;;;;;mind;Effet 205;;;;;
Avatar;AME098;advantage;AME098.bmp;training scroll;1;;;;;mind;Effet 206;;;;;
Avatar;AME099;advantage;AME099.bmp;water kata;;1;;;;mind;Effet 207;;;;;
Avatar;AME100;advantage;AME100.bmp;yip yip;1;1;;;;mind;Effet 208;;;;;
Avatar;AME101;advantage;AME101.bmp;bad breath;;1;;;;spirit;Effet 209;;;;;
Avatar;AME102;advantage;AME102.bmp;channel the winds;3;;;;;spirit;Effet 210;;;;;
Avatar;AME103;advantage;AME103.bmp;dust storm;2;;;;;spirit;Effet 211;;;;;
Avatar;AME104;advantage;AME104.bmp;expendable troops;1;;;;;spirit;Effet 212;;;;;
Avatar;AME105;advantage;AME105.bmp;fiery temper;1;1;;;;spirit;Effet 213;;;;;
Avatar;AME106;advantage;AME106.bmp;flying staff technique;2;;;;;spirit;Effet 214;;;;;
Avatar;AME107;advantage;AME107.bmp;glorious feast;3;;;;;spirit;Effet 215;;;;;
Avatar;AME108;advantage;AME108.bmp;head over heels;1;1;;;;spirit;Effet 216;;;;;
Avatar;AME109;advantage;AME109.bmp;highway robbery;1;;;;;spirit;Effet 217;;;;;
Avatar;AME110;advantage;AME110.bmp;volcanic fountain;1;;;;;spirit;Effet 218;;;;;
Avatar;AME111;advantage;AME111.bmp;bonzu pippinpaddle-oppsokopolis III;;;1;;;;Effet 219;;;;;
Avatar;AME112;advantage;AME112.bmp;caution to the wind;1;;;;;;Effet 220;;;;;
Avatar;AME113;advantage;AME113.bmp;closed-hand form;;1;;;;;Effet 7;;;;;
Avatar;AME114;advantage;AME114.bmp;lifesaver;1;;;;;;Effet 221;;;;;
Avatar;AME115;advantage;AME115.bmp;open-hand form;;1;;;;;Effet 4;;;;;
Avatar;AME116;advantage;AME116.bmp;roku's guidance;1;;;;;;Effet 222;;;;;
Avatar;AME117;advantage;AME117.bmp;sustenance;2;1;;;;;Effet 215;;;;;
Avatar;AME118;advantage;AME118.bmp;take them away;;;1;;;;Effet 223;;;;;
Avatar;AME119;teamwork;AME119.bmp;aang;;;1;;;light;Effet 224;;;;;
Avatar;AME120;teamwork;AME120.bmp;appa;1;1;;;;light;Effet 225;;;;;
Avatar;AME121;teamwork;AME121.bmp;katara;1;;;;;light;Effet 226;;;;;
Avatar;AME122;teamwork;AME122.bmp;king bumi;2;;;;;light;Effet 227;;;;;
Avatar;AME123;teamwork;AME123.bmp;momo;1;;;;;light;Effet 228;;;;;
Avatar;AME124;teamwork;AME124.bmp;monk gyatso;1;;;;;light;Effet 229;;;;;
Avatar;AME125;teamwork;AME125.bmp;jet;1;;;;;shadow;Effet 230;;;;;
Avatar;AME126;teamwork;AME126.bmp;Jojo;;2;;;;shadow;Effet 231;;;;;
Avatar;AME127;teamwork;AME127.bmp;malu;1;;;;;shadow;Effet 232;;;;;
Avatar;AME128;teamwork;AME128.bmp;pirate captain;1;;;;;shadow;Effet 233;;;;;
Avatar;AME129;teamwork;AME129.bmp;prince zuko;1;;;;;shadow;Effet 234;;;;;
Avatar;AME130;teamwork;AME130.bmp;uncle iroh;;;1;;;shadow;Effet 235;;;;;
Avatar;AME131;teamwork;AME131.bmp;afiko;1;1;;;;dark;Effet 236;;;;;
Avatar;AME132;teamwork;AME132.bmp;commander zhao;1;1;;;;dark;Effet 237;;;;;
Avatar;AME133;teamwork;AME133.bmp;fire nation elite;;1;;;;dark;Effet 238;;;;;
Avatar;AME134;teamwork;AME134.bmp;kinto;;1;;;;dark;Effet 239;;;;;
Avatar;AME135;teamwork;AME135.bmp;prison warden;1;;;;;dark;Effet 240;;;;;
Avatar;AME136;teamwork;AME136.bmp;Zhao's guard;1;;;;;dark;Effet 241;;;;;
Avatar;AME137;teamwork;AME137.bmp;cabbage merchant;1;;;;;;Effet 242;;;;;
Avatar;AME138;teamwork;AME138.bmp;canyon guide;;;;;;;Effet 243;;;;;
Avatar;AME139;teamwork;AME139.bmp;gan jin tribe;2;;;;;;Effet 244;;;;;
Avatar;AME140;teamwork;AME140.bmp;herbalist;;1;;;;;Effet 245;;;;;
Avatar;AME141;teamwork;AME141.bmp;zhang tribe;2;;;;;;Effet 246;;;;;
Avatar;AME142;strike;AME142.bmp;air scooter;2;1;;5;5;airbender;Effet 247;;;;;
Avatar;AME143;strike;AME143.bmp;chi absorption;;1;1;8;1;airbender;Effet 248;;;;;
Avatar;AME144;strike;AME144.bmp;dust funnels;3;1;;6;5;airbender;Effet 249;;;;;
Avatar;AME145;strike;AME145.bmp;graceful leap;;1;;4;2;airbender;Effet 250;;;;;
Avatar;AME146;strike;AME146.bmp;open-palm pushback;;1;1;5;6;airbender;Effet 251;;;;;
Avatar;AME147;strike;AME147.bmp;zoom!;1;;1;4;6;airbender;Effet 252;;;;;
Avatar;AME148;strike;AME148.bmp;boulder smash;2;1;;5;5;earthbender;Effet 253;;;;;
Avatar;AME149;strike;AME149.bmp;choking sand;1;2;;4;6;earthbender;Effet 254;;;;;
Avatar;AME150;strike;AME150.bmp;granite block;1;1;1;7;5;earthbender;Effet 255;;;;;
Avatar;AME151;strike;AME151.bmp;ground breaker;1;1;1;6;2;earthbender;Effet 256;;;;;
Avatar;AME152;strike;AME152.bmp;quarry crush;;1;;3;5;earthbender;Effet 257;;;;;
Avatar;AME153;strike;AME153.bmp;seismic spring;;;1;4;4;earthbender;Effet 258;;;;;
Avatar;AME154;strike;AME154.bmp;corona punch;;2;1;5;6;firebender;Effet 259;;;;;
Avatar;AME155;strike;AME155.bmp;ember shot;1;;1;4;6;firebender;Effet 260;;;;;
Avatar;AME156;strike;AME156.bmp;fire sweep;1;;;3;3;firebender;Effet 261;;;;;
Avatar;AME157;strike;AME157.bmp;kindle;3;;;6;4;firebender;Effet 262;;;;;
Avatar;AME158;strike;AME158.bmp;twin fire daggers;;2;;7;2;firebender;Effet 263;;;;;
Avatar;AME159;strike;AME159.bmp;warship barrage;3;;;4;4;firebender;Effet 264;;;;;
Avatar;AME160;strike;AME160.bmp;bubble burst;;;1;4;4;waterbender;Effet 66;;;;;
Avatar;AME161;strike;AME161.bmp;clutches or the deep;2;;1;9;0;waterbender;Effet 66;;;;;
Avatar;AME162;strike;AME162.bmp;flash flood;2;;1;5;4;waterbender;Effet 265;;;;;
Avatar;AME163;strike;AME163.bmp;ice blooms;2;1;;6;4;waterbender;Effet 266;;;;;
Avatar;AME164;strike;AME164.bmp;single water whip;2;1;;5;5;waterbender;Effet 267;;;;;
Avatar;AME165;strike;AME165.bmp;tidal wave;1;2;1;6;7;waterbender;Effet 135;;;;;
Avatar;AME166;strike;AME166.bmp;the avatar awakens;;;3;8;8;;Effet 268;aang;;;;
Avatar;AME167;teamwork;AME167.bmp;sokka;1;;;;;;Effet 269;katara;;;;
Avatar;AME168;teamwork;AME168.bmp;flopsie;1;;1;;;;Effet 270;king bumi;;;;
Avatar;AME169;advantage;AME169.bmp;the kissing bandit;1;1;;;;;Effet 271;jojo;;;;
Avatar;AME170;strike;AME170.bmp;strata breaker;1;;;3;3;;Effet 272;malu;;;;
Avatar;AME171;strike;AME171.bmp;tail of the comet;1;1;1;5;5;;Effet 273;prince zuko;;;;
Avatar;AME172;strike;AME172.bmp;shocking revelation;1;1;;5;4;;Effet 274;uncle iroh;;;;
Avatar;AME173;strike;AME173.bmp;hollow soul hurricane;3;;;4;4;;Effet 275;afiko;;;;
Avatar;AME174;strike;AME174.bmp;maw of the inferno;1;1;1;6;5;;Effet 276;commander zhao;;;;
Avatar;AME175;advantage;AME175.bmp;aquatic tendrils;;;1;;;;Effet 277;kinto;;;;
Avatar;AME176;chamber;AME176.bmp;Penguin Sledding;1;;;5;7;;Effet 328;aang;fox;spirit;light;airbender
Avatar;AME176v;chamber;AME176v.bmp;Taming the Unagi;;;;9;9;;Effet 329;aang;fox;spirit;light;airbender
Avatar;AME177;chamber;AME177.bmp;Penguin Sledding;1;;;5;7;;Effet 328;aang;fox;spirit;light;airbender
Avatar;AME177v;chamber;AME177v.bmp;Taming the Unagi;;;;9;9;;Effet 329;aang;fox;spirit;light;airbender
Avatar;AME178;chamber;AME178.bmp;Penguin Sledding;1;;;5;7;;Effet 328;aang;fox;spirit;light;airbender
Avatar;AME178v;chamber;AME178v.bmp;Vertigo Dash;;;;6;6;;Effet 331;aang;fox;spirit;light;airbender
Avatar;AME179;chamber;AME179.bmp;Updraft;;;;6;4;;Effet 330;aang;fox;spirit;light;airbender
Avatar;AME179v;chamber;AME179v.bmp;Taming the Unagi;;;;9;9;;Effet 329;aang;fox;spirit;light;airbender
Avatar;AME180;chamber;AME180.bmp;Updraft;;;;6;4;;Effet 330;aang;fox;spirit;light;airbender
Avatar;AME180v;chamber;AME180v.bmp;Vertigo Dash;;;;6;6;;Effet 331;aang;fox;spirit;light;airbender
Avatar;AME181;chamber;AME181.bmp;Updraft;;;;6;4;;Effet 330;aang;fox;spirit;light;airbender
Avatar;AME181v;chamber;AME181v.bmp;Avatar State;;;5;12;12;;Effet 332;aang;fox;spirit;light;airbender
Avatar;AME182;chamber;AME182.bmp;Artic Sheath;1;;;6;4;;Effet 333;katara;lion;mind;light;waterbender
Avatar;AME182v;chamber;AME182v.bmp;Whirlpool;;;;7;7;;Effet 333;katara;lion;mind;light;waterbender
Avatar;AME183;chamber;AME183.bmp;Artic Sheath;1;;;6;4;;Effet 333;katara;lion;mind;light;waterbender
Avatar;AME183v;chamber;AME183v.bmp;Whirlpool;;;;7;7;;Effet 333;katara;lion;mind;light;waterbender
Avatar;AME184;chamber;AME184.bmp;Artic Sheath;1;;;6;4;;Effet 333;katara;lion;mind;light;waterbender
Avatar;AME184v;chamber;AME184v.bmp;Geyser Torpedo;1;;;6;6;;Effet 334;katara;lion;mind;light;waterbender
Avatar;AME185;chamber;AME185.bmp;Parting Shot;;;;5;2;;Effet 335;katara;lion;mind;light;waterbender
Avatar;AME185v;chamber;AME185v.bmp;Whirlpool;;;;7;7;;Effet 333;katara;lion;mind;light;waterbender
Avatar;AME186;chamber;AME186.bmp;Parting Shot;;;;5;2;;Effet 335;katara;lion;mind;light;waterbender
Avatar;AME186v;chamber;AME186v.bmp;Geyser Torpedo;1;;;6;6;;Effet 334;katara;lion;mind;light;waterbender
Avatar;AME187;chamber;AME187.bmp;Parting Shot;;;;5;2;;Effet 335;katara;lion;mind;light;waterbender
Avatar;AME187v;chamber;AME187v.bmp;Double Water Whip;;;;6;7;;Effet 336;katara;lion;mind;light;waterbender
Avatar;AME188;chamber;AME188.bmp;Omashu Dodgeball;1;;;6;5;;Effet 337;king bumi;bull;body;light;earthbender
Avatar;AME188v;chamber;AME188v.bmp;Stone Heel of the King;;;;7;7;;Effet 338;king bumi;bull;body;light;earthbender
Avatar;AME189;chamber;AME189.bmp;Omashu Dodgeball;1;;;6;5;;Effet 337;king bumi;bull;body;light;earthbender
Avatar;AME189v;chamber;AME189v.bmp;Stone Heel of the King;;;;7;7;;Effet 338;king bumi;bull;body;light;earthbender
Avatar;AME190;chamber;AME190.bmp;Omashu Dodgeball;1;;;6;5;;Effet 337;king bumi;bull;body;light;earthbender
Avatar;AME190v;chamber;AME190v.bmp;Scouring-Earth Kick;1;;;6;8;;Effet 339;king bumi;bull;body;light;earthbender
Avatar;AME191;chamber;AME191.bmp;Shadow of the Boulder;2;;;5;8;;Effet 340;king bumi;bull;body;light;earthbender
Avatar;AME191v;chamber;AME191v.bmp;Stone Heel of the King;;;;7;7;;Effet 338;king bumi;bull;body;light;earthbender
Avatar;AME192;chamber;AME192.bmp;Shadow of the Boulder;2;;;5;8;;Effet 340;king bumi;bull;body;light;earthbender
Avatar;AME192v;chamber;AME192v.bmp;Scouring-Earth Kick;1;;;6;8;;Effet 339;king bumi;bull;body;light;earthbender
Avatar;AME193;chamber;AME193.bmp;Shadow of the Boulder;2;;;5;8;;Effet 340;king bumi;bull;body;light;earthbender
Avatar;AME193v;chamber;AME193v.bmp;Shock Wave;;1;;6;6;;Effet 341;king bumi;bull;body;light;earthbender
Avatar;AME194;chamber;AME194.bmp;Bucking Earth;;;;6;2;;Effet 160;jojo;fox;spirit;shadow;earthbender
Avatar;AME194v;chamber;AME194v.bmp;Rockslide;;;;6;6;;Effet 342;jojo;fox;spirit;shadow;earthbender
Avatar;AME195;chamber;AME195.bmp;Bucking Earth;;;;6;2;;Effet 160;jojo;fox;spirit;shadow;earthbender
Avatar;AME195v;chamber;AME195v.bmp;Rockslide;;;;6;6;;Effet 342;jojo;fox;spirit;shadow;earthbender
Avatar;AME196;chamber;AME196.bmp;Bucking Earth;;;;6;2;;Effet 160;jojo;fox;spirit;shadow;earthbender
Avatar;AME196v;chamber;AME196v.bmp;Massive Meteor;;1;;5;7;;Effet 343;jojo;fox;spirit;shadow;earthbender
Avatar;AME197;chamber;AME197.bmp;Boulder Burst;;;;5;4;;Effet 344;jojo;fox;spirit;shadow;earthbender
Avatar;AME197v;chamber;AME197v.bmp;Rockslide;;;;6;6;;Effet 342;jojo;fox;spirit;shadow;earthbender
Avatar;AME198;chamber;AME198.bmp;Boulder Burst;;;;5;4;;Effet 344;jojo;fox;spirit;shadow;earthbender
Avatar;AME198v;chamber;AME198v.bmp;Massive Meteor;;1;;5;7;;Effet 343;jojo;fox;spirit;shadow;earthbender
Avatar;AME199;chamber;AME199.bmp;Boulder Burst;;;;5;4;;Effet 344;jojo;fox;spirit;shadow;earthbender
Avatar;AME199v;chamber;AME199v.bmp;Beguiling Kiss;;;;7;7;;Effet 345;jojo;fox;spirit;shadow;earthbender
Avatar;AME200;chamber;AME200.bmp;Blustery Blast;1;;;5;5;;Effet 171;malu;lion;body;shadow;airbender
Avatar;AME200v;chamber;AME200v.bmp;Shrieking Wind;;;;6;5;;Effet 346;malu;lion;body;shadow;airbender
Avatar;AME201;chamber;AME201.bmp;Blustery Blast;1;;;5;5;;Effet 171;malu;lion;body;shadow;airbender
Avatar;AME201v;chamber;AME201v.bmp;Shrieking Wind;;;;6;5;;Effet 346;malu;lion;body;shadow;airbender
Avatar;AME202;chamber;AME202.bmp;Blustery Blast;1;;;5;5;;Effet 171;malu;lion;body;shadow;airbender
Avatar;AME202v;chamber;AME202v.bmp;Slingshot Stream;;1;;9;0;;Effet 347;malu;lion;body;shadow;airbender
Avatar;AME203;chamber;AME203.bmp;Treetop Hop;;;;8;3;;;malu;lion;body;shadow;airbender
Avatar;AME203v;chamber;AME203v.bmp;Shrieking Wind;;;;6;5;;Effet 346;malu;lion;body;shadow;airbender
Avatar;AME204;chamber;AME204.bmp;Treetop Hop;;;;8;3;;;malu;lion;body;shadow;airbender
Avatar;AME204v;chamber;AME204v.bmp;Slingshot Stream;;1;;9;0;;Effet 347;malu;lion;body;shadow;airbender
Avatar;AME205;chamber;AME205.bmp;Treetop Hop;;;;8;3;;;malu;lion;body;shadow;airbender
Avatar;AME205v;chamber;AME205v.bmp;Ankle-Breaking Gust;;;;4;4;;Effet 291;malu;lion;body;shadow;airbender
Avatar;AME206;chamber;AME206.bmp;Meltdown;1;;;6;1;;Effet 348;prince zuko;bull;spirit;shadow;firebender
Avatar;AME206v;chamber;AME206v.bmp;Night of Flames;;;;9;7;;;prince zuko;bull;spirit;shadow;firebender
Avatar;AME207;chamber;AME207.bmp;Meltdown;1;;;6;1;;Effet 348;prince zuko;bull;spirit;shadow;firebender
Avatar;AME207v;chamber;AME207v.bmp;Night of Flames;;;;9;7;;;prince zuko;bull;spirit;shadow;firebender
Avatar;AME208;chamber;AME208.bmp;Meltdown;1;;;6;1;;Effet 348;prince zuko;bull;spirit;shadow;firebender
Avatar;AME208v;chamber;AME208v.bmp;Immolating Spiral;;;;7;4;;Effet 349;prince zuko;bull;spirit;shadow;firebender
